tt,Page,BrandLocale,EL-JP,MC-JP,CL-JP,LM-JP,JM-JP,BB-JP,AV-JP,LS-JP,TF-JP
1,ACCOUNTSIGNIN,ACMOBMYOrderViewDetail,//a[@data-test-id='myaccount_order_history'],//a[@data-test-id='myaccount_menu_orders'],"//*[contains(@href,'/account/past_purchases')]",//a[@data-test-id='myaccount_menu_orders'],"//*[contains(@data-test-id,'myaccount_menu_orders')]",//a[@data-test-id='myaccount_menu_orders'],//section[@class='account-utilities__section']//a[@data-test-id='myaccount_menu_orders'],//*[@data-test-id='myaccount_menu_reorder'],//a[@data-test-id='myaccount_order_history']
1,ACCOUNTSIGNIN,ACShippingAndBilling,,,,,,,,,
1,ACCOUNTSIGNIN,ACShippingAndBillingMOB,,,,,,,,,
1,ACCOUNTSIGNIN,ACPaymentInfo,,,,,,,,,
1,ACCOUNTSIGNIN,ACMobPaymentInfo,,,,,,,,,
1,ACCOUNTSIGNIN,ACAddNewPaymentMethod,,,,,,,,,
1,ACCOUNTSIGNIN,ACAddNewPaymentMethodMOB,,,,,,,,,
1,ACCOUNTSIGNIN,ACEnterCardNumber,,,,,,,,,
1,ACCOUNTSIGNIN,ACEnterMonth,,,,,,,,,
1,ACCOUNTSIGNIN,ACEnterYear,,,,,,,,,
1,ACCOUNTSIGNIN,ACCVV,,,,,,,,,
1,ACCOUNTSIGNIN,ACPaymentSubmit,,,,,,,,,
1,ACCOUNTSIGNIN,ACFavourites,//a[@data-test-id='myaccount_menu_favorites'],//a[@data-test-id='myaccount_menu_favorites'],//a[@data-test-id='myaccount_menu_favorites'],//a[@data-test-id='myaccount_menu_favorites'],,//a[@data-test-id='myaccount_menu_favorites'],//section[@class='account-utilities__section']//a[@data-test-id='myaccount_menu_favorites'],,//a[@data-test-id='myaccount_menu_favorites']
1,ACCOUNTSIGNIN,ACMobFavourites,//a[@href='/account/wishlist.tmpl'],//a[@data-test-id='myaccount_menu_favorites'],"//*[contains(@href,'/account/favorites')]",//a[@data-test-id='myaccount_menu_favorites'],,//a[@data-test-id='myaccount_menu_favorites'],//section[@class='account-utilities__section']//a[@data-test-id='myaccount_menu_favorites'],,//a[@href='/account/wishlist.tmpl']
1,ACCOUNTSIGNIN,ACDeleteAddress,//a[@data-test-id='delete_shipping_address'],//a[@data-test-id='address_primary_delete'],"//*[contains(@class,'delete-address')]",//a[@data-test-id='address_primary_delete'],//a[@data-test-id='address_primary_delete'],//a[@data-test-id='address_primary_delete'],(//a[@data-test-id='address_primary_delete'])[2],//a[@data-test-id='address_primary_delete'],//a[@data-test-id='delete_shipping_address']
1,ACCOUNTSIGNIN,ACDeleteConfirm,//a[@data-test-id='addressbook_delete_popup_delete'],//a[@data-test-id='addressbook_delete_popup_delete'],"//*[contains(@class,'delete-confirm details')]",//a[@data-test-id='addressbook_delete_popup_delete'],"//a[contains(@class,'delete-confirm')]",//a[@data-test-id='addressbook_delete_popup_delete'],//a[@data-test-id='addressbook_delete_popup_delete'],//a[@data-test-id='addressbook_delete_popup_delete'],//a[@data-test-id='addressbook_delete_popup_delete']
1,ACCOUNTSIGNIN,ACDeleteAddressMOB,,,,//a[@data-test-id='address_primary_delete'],//a[@data-test-id='address_primary_delete'],,//a[@data-test-id='address_primary_delete'],,
1,ACCOUNTSIGNIN,ACDeleteConfirmMOB,,,,//a[@data-test-id='addressbook_delete_popup_delete'],"//a[contains(@class,'delete-confirm')]",,//a[@data-test-id='addressbook_delete_popup_delete'],,
1,ACCOUNTSIGNIN,ACMObAddressDelete,//a[@data-test-id='delete_shipping_address'],//a[@data-test-id='address_primary_delete'],"//*[contains(@class,'delete-address')]",,,//a[@data-test-id='address_primary_delete'],,//a[@data-test-id='address_primary_delete'],//a[@data-test-id='delete_shipping_address']
1,ACCOUNTSIGNIN,ACAddNewAddress,//a[@data-test-id='account_addressbook_addnewaddress'],//a[@data-test-id='account_addressbook_addnewaddress'],"//*[contains(@class,'add-address button')]",//a[@data-test-id='account_addressbook_addnewaddress'],"//*[contains(@data-test-id,'addnewaddress')]//*[contains(@class,'form-submit')]",//a[@data-test-id='account_addressbook_addnewaddress'],//a[@data-test-id='account_addressbook_addnewaddress'],//input[@data-test-id='account_addressbook_addnewaddress'],//a[@data-test-id='account_addressbook_addnewaddress']
1,ACCOUNTSIGNIN,ACAddNewAddressMOB,//a[@data-test-id='account_addressbook_addnewaddress'],//a[@data-test-id='account_addressbook_addnewaddress'],"//*[contains(@class,'submit add-address-link')]",//a[@data-test-id='account_addressbook_addnewaddress'],"//*[contains(@data-test-id,'addnewaddress')]//*[contains(@class,'form-submit')]",.address-book__link.address-book__button,//a[@data-test-id='account_addressbook_addnewaddress'],//*[@data-test-id='account_addressbook_addnewaddress'],//a[@data-test-id='account_addressbook_addnewaddress']
1,ACCOUNTSIGNIN,ACStandardDeliveryAddress,//label[@for='colorbox-default-shipping-checkbox'],//label[@for='form--address--field--DEFAULT_SHIPPING'],,,//label[@for='form--address--field--DEFAULT_SHIPPING'],,,//label[@for='form--address--field--DEFAULT_SHIPPING'],//label[@for='colorbox-default-shipping-checkbox']
1,ACCOUNTSIGNIN,ACMobStandardDeliveryAdd,//label[@for='form--address--field--DEFAULT_SHIPPING'],//label[@for='form--address--field--DEFAULT_SHIPPING'],,,//label[@for='form--address--field--DEFAULT_SHIPPING'],,,//label[@for='form--address--field--DEFAULT_SHIPPING'],//label[@for='form--address--field--DEFAULT_SHIPPING']
1,ACCOUNTSIGNIN,ACEditAddress,//a[@data-test-id='edit_shipping_address'],//a[@data-test-id='address_primary_edit'],"//*[contains(@class,'column address')]//*[contains(@class,'edit-address')]",(//a[@data-test-id='address_primary_edit'])[2],//a[@data-test-id='address_primary_edit'],//a[@data-test-id='address_primary_edit'],//a[@data-test-id='address_primary_edit'],//*[@class='twocol-split-2 addressbook_column']//a[@data-test-id='address_primary_edit'],//a[@data-test-id='edit_shipping_address']
1,ACCOUNTSIGNIN,ACEditAddressMOB,//a[@data-test-id='edit_shipping_address'],//a[@data-test-id='address_primary_edit'],"//*[contains(@class,'column default')]//*[contains(@class,'edit-address')]",(//a[@data-test-id='address_primary_edit'])[2],//a[@data-test-id='address_primary_edit'],//a[@data-test-id='address_primary_edit'],//a[@data-test-id='address_primary_edit'],//*[@data-test-id='address_primary_edit'],//a[@data-test-id='edit_shipping_address']
1,ACCOUNTSIGNIN,EditAddressPC,,,,,,,,,
1,ACCOUNTSIGNIN,EditAddMOB,,,,,,,,,
1,ACCOUNTSIGNIN,ACMobileHamburger,,,,,,,,,
1,ACCOUNTSIGNIN,ACMobileHamburger1,,,,,,,,,
1,ACCOUNTSIGNIN,ACClickonMyAccount,,,,,,,,,
1,ACCOUNTSIGNIN,ACClickonMyAccount1,,,,,,,,,
1,ACCOUNTSIGNIN,ACClickReturnUserAccount,,,,,,,,,
1,ACCOUNTSIGNIN,MOBPOPUPDELETE,この,こちらの,この,,この,この,,この,この
1,VIEWCART,CartLoginID,,,,,,,,,
1,ACCOUNTSIGNIN,CartReturnUserEmail,,,,,,,,,
1,ACCOUNTSIGNIN,CartReturnUserPWD,,,,,,,,,
1,ACCOUNTSIGNIN,CartReturnUserLogin,,,,,,,,,
1,VIEWCART,AddProdsecondtime,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,VIEWCART,SelectQtyDropDown,,,,,,,,,
1,VIEWCART,ClickQtyIncrease,//*[@class='item_qty_plus'],//*[@class='item_qty_plus'],"//*[contains(@class,'js-quantity-button-increase')]",//*[@class='item_qty_plus'],//*[@class='item_qty_plus'],"//*[contains(@class,'js-quantity-button-increase')]","//*[contains(@class,'js-quantity-button-increase')]","//*[contains(@class,'js-quantity-button-increase')]",//*[@class='item_qty_plus']
1,VIEWCART,CartPageLoadIssue,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1,VIEWCART,Offercode,,,,,,,,,
1,VIEWCART,Offercode2,,,,,,,,,
1,VIEWCART,MobOffercode,.offer-code-panel__title.checkout__panel-title,.offer-code-panel__title.checkout__panel-title,.offer-code-panel__title.checkout__panel-title,,.offer-code-panel__title.checkout__panel-title,.offer-code-panel__title.checkout__panel-title,,.js-accordion-header.offercode_head,.offer-code-panel__title.checkout__panel-title
1,VIEWCART,MobOffercode2,,,,,,,,.js-accordion-header.offercode_head,
1,VIEWCART,OfferTxtBox,//*[@data-test-id='form_offercode_offercode'],//*[@data-test-id='form_offercode_offercode'],//*[@data-test-id='form_offercode_offercode'],,//*[@data-test-id='form_offercode_offercode'],//*[@data-test-id='form_offercode_offercode'],//*[@data-test-id='form_offercode_offercode'],//*[@data-test-id='form_offer_code_offercode'],//*[@data-test-id='form_offercode_offercode']
1,VIEWCART,ClickApplyBtn,//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],,//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offer_code_apply'],//*[@data-test-id='form_offercode_continue']
1,VIEWCART,ClickApplyBtnMob,//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],,//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offercode_continue'],//*[@data-test-id='form_offer_code_apply'],//*[@data-test-id='form_offercode_continue']
1,VIEWCART,OffercodeToAssert,,,,,,,,,
1,VIEWCART,OffercodeAssert,.offer-code__byline.test_global_percent_discount,.offer-code__byline.test_global_flat_discount,.offer-code__byline.test_global_percent_discount,,.offer-code__byline.test_global_percent_discount,.offer-code__messages.error.js-offer-code-messages,.offer-code__byline.test_global_percent_discount,"//*[contains(@id,'offer_criteria_met')]",.offer-code__byline.test_global_percent_discount
1,VIEWCART,ValidOfferMsg,のキャンペーンコードが適用されました。,が適用されました,のキャンペーンコードが適用されました。,,のオファーコードが適用されました。,The discount has been applied.,が適用されました,The discount has been applied.,のキャンペーンコードが適用されました。
1,VIEWCART,InvalidOffercodeAssert,.offer-code__messages.error.js-offer-code-messages,.offer-code__messages.error.js-offer-code-messages,.single-message.MESSAGE,,.offer-code__messages.error.js-offer-code-messages,.offer-code__messages.error.js-offer-code-messages,.offer-code__messages.error.js-offer-code-messages,"//*[contains(@id,'invalid_offer_code')]",.offer-code__messages.error.js-offer-code-messages
1,VIEWCART,InValidOfferMsg,は無効です。,は無効です。,は無効です。,,は無効です。,は無効です。,は無効です。,は無効です。,は無効です。
1,VIEWCART,OfferEdit,,,,,,,,,
1,VIEWCART,RemoveBtn,"//*[contains(@id,'cart')]//*[contains(@data-test-id,'remove')]","//*[contains(@id,'cart')]//*[contains(@data-test-id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]",//*[@data-test-id='cart_product_remove'],"//*[contains(@id,'cart')]//*[contains(@data-test-id,'remove')]"
1,VIEWCART,RemoveBtnMOB,"//*[contains(@id,'cart')]//*[contains(@data-test-id,'remove')]","//*[contains(@id,'cart')]//*[contains(@data-test-id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]","//*[contains(@data-test-id,'remove') or contains(@id,'remove')]",//*[@data-test-id='cart_product_remove'],"//*[contains(@id,'cart')]//*[contains(@data-test-id,'remove')]"
1,VIEWCART,RemoveAssert,"//*[contains(@class,'single-message MESSAGE') and @id='error_cart.empty']","//*[contains(@class,'single-message MESSAGE')]",//*[@id='error_cart.empty'],//*[@id='error_cart.empty'],"//*[contains(@class,'signin-to-see-cart')]",//*[@id='error_cart.empty'],//*[@id='error_cart.empty'],"//*[contains(@id,'cart.empty')]","//*[contains(@class,'single-message MESSAGE') and @id='error_cart.empty']"
1,VIEWCART,CartEmptAssertTxt,現在、お買い物かごに製品がありません。,ショッピング カートには製品が入っていません。,カートに商品を追加してください,ショッピング カートには製品が入っていません。,以前にショッピングバッグに製品を追加した場合には、,ショッピングカートに製品がありません。,ショッピングカートに製品がありません。,現在、お買い物かごに製品がありません。,現在、お買い物かごに製品がありません。
1,VIEWCART,RemoveAssertMob,"//*[contains(@class,'single-message MESSAGE')]","//*[contains(@class,'single-message MESSAGE')]",//*[@id='error_cart.empty'],//*[@id='error_cart.empty'],"//*[contains(@class,'signin-to-see-cart')]",//*[@id='error_cart.empty'],//*[@id='error_cart.empty'],"//*[contains(@id,'cart.empty')]","//*[contains(@class,'single-message MESSAGE')]"
1,VIEWCART,CartEmptAssertTxtMob,現在、お買い物かごに製品がありません。,ショッピング カートには製品が入っていません。,カートに商品を追加してください,ショッピング カートには製品が入っていません。,以前にショッピングバッグに製品を追加した場合には、,ショッピングカートに製品がありません。,ショッピングカートに製品がありません。,現在、お買い物かごに製品がありません。,現在、お買い物かごに製品がありません。
1,ACCOUNTSIGNIN,SigninAssert,signin.tmpl,signin.tmpl,signin.tmpl,signin.tmpl,signin.tmpl,signin.tmpl,signin.tmpl,signin.tmpl,signin.tmpl
1,VIEWCART,CartLimitmesage,//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit'],//*[@id='error_cart.item_limit']
1,VIEWCART,CartLimittxt,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。,１度のご注文で合計14個までご購入いただけます。
1,VIEWCART,CartMaxPurchase,//*[@id='error_cart.qty_limit.reduced'],//*[@id='error_cart.qty_limit.reduced'],//*[@id='error_cart.qty_limit.reduced'],//*[@id='error_cart.qty_limit.reduced'],//*[@id='error_cart.qty_limit.reduced'],//*[@id='error_cart.qty_limit.reduced'],,//*[@id='error_cart.qty_limit.reduced'],//*[@id='error_cart.qty_limit.reduced']
1,VIEWCART,CartMaxPurchaseMob,//*[@id='error_cart.qty_limit.mobile'],//*[@id='error_cart.qty_limit.mobile'],//*[@id='error_cart.qty_limit.mobile'],//*[@id='error_cart.qty_limit.mobile'],//*[@id='error_cart.qty_limit.reduced'],//*[@id='error_cart.qty_limit.mobile'],,//*[@id='error_cart.qty_limit.mobile'],//*[@id='error_cart.qty_limit.mobile']
1,VIEWCART,CartMaxPurError,ご注文は1製品につき最大8個ま,ご注文は1製品につき最大8個ま,ご注文は1商品につき最大8個ま,ご注文は1商品につき最大8個ま,ご注文は1商品につき最大8個ま,ご注文は1商品につき最大8個ま,,ご注文は1商品につき最大8個ま,ご注文は1製品につき最大8個ま
1,VIEWCART,CartMaxPurErrorMob,ご注文は1製品につき最大8個ま,ご注文は1製品につき最大8個ま,ご注文は1商品につき最大8個ま,ご注文は1商品につき最大8個ま,ご注文は1商品につき最大8個ま,ご注文は1商品につき最大8個ま,,ご注文は1商品につき最大8個ま,ご注文は1製品につき最大8個ま
1,VIEWCART,prodNeedtobeAdd,2,2,2,2,2,2,2,2,2
1,VIEWCART,addProdsku,,,,,,,,,
1,VIEWCART,editProductPanel,"//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]","//*[contains(@class,'acac-shopping-bag-toggle-btn')]"
1,VIEWCART,editProductLink,//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl'],//*[@href ='/checkout/viewcart.tmpl']
1,VIEWCART,samplePanel,//*[text()='無料サンプル'],//*[text()='無料サンプル'],"//*[contains(text(),'無料サンプル')]",//*[text()='特典ギフト'],//*[text()='無料サンプル'],"//*[contains(text(),'無料サンプル')]","//*[contains(text(),'無料サンプル')]","//*[contains(text(),'無料サンプル')]",//*[text()='無料サンプル']
1,VIEWCART,sample,(//*[@data-test-id='form_checkout_samples_select_samples_pc']),(//*[@data-test-id='form_checkout_samples_select_samples_pc']),(//*[@data-test-id='form_checkout_samples_select_samples_pc']),(//*[@data-test-id='form_checkout_samples_select_samples_pc']),(//*[@data-test-id='form_checkout_samples_select_samples_pc']),(//*[@data-test-id='form_checkout_samples_select_samples_pc']),//*[@data-test-id='form_checkout_samples_select_samples_pc'],(//*[@data-test-id='form_checkout_samples_select_samples_pc']),(//*[@data-test-id='form_checkout_samples_select_samples_pc'])
1,VIEWCART,samplesAdded,div.cart-item.product.sample,div.cart-item.product.sample,div.cart-item.product.sample,div.cart-item.product.sample,div.cart-item.product.sample,div.cart-item.product.sample,div.cart-item.product.sample,div.cart-item.product.sample,div.cart-item.product.sample
1,PAYMENT,codPayment,//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_'],//*[@data-test-id='pp_radio_button_COD_']
1,PAYMENT,codPlaceOrder,"//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]","//*[contains(@class,'elc-button-spinner')]"
1,PAYMENT,username3DS1,#username,#username,#username,#username,#username,#username,#username,#username,#username
1,PAYMENT,password3DS1,#password,#password,#password,#password,#password,#password,#password,#password,#password
1,PAYMENT,submit3DS1,.button.paySubmit,.button.paySubmit,.button.paySubmit,.button.paySubmit,.button.paySubmit,.button.paySubmit,.button.paySubmit,.button.paySubmit,.button.paySubmit
1,PAYMENT,password3DS2,//*[@class='input-field'],//*[@class='input-field'],//*[@class='input-field'],//*[@class='input-field'],//*[@class='input-field'],//*[@class='input-field'],//*[@class='input-field'],//*[@class='input-field'],//*[@class='input-field']
1,PAYMENT,continue3DS2,//*[@id='buttonSubmit'],//*[@id='buttonSubmit'],//*[@id='buttonSubmit'],//*[@id='buttonSubmit'],//*[@id='buttonSubmit'],//*[@id='buttonSubmit'],//*[@id='buttonSubmit'],//*[@id='buttonSubmit'],//*[@id='buttonSubmit']
1,SHIPPING,billingEnterKatFirstname,#billing-first-name_alternate-input,#billing-first-name_alternate-input,#billing-first-name_alternate-input,#billing-first-name_alternate-input,#billing-first-name_alternate-input,#billing-first-name_alternate-input,#billing-first-name_alternate-input,#billing-first-name_alternate-input,#billing-first-name_alternate-input
1,SHIPPING,billingEnterKatLastname,#billing-last-name_alternate-input,#billing-last-name_alternate-input,#billing-last-name_alternate-input,#billing-last-name_alternate-input,#billing-last-name_alternate-input,#billing-last-name_alternate-input,#billing-last-name_alternate-input,#billing-last-name_alternate-input,#billing-last-name_alternate-input
1,VIEWCART,samplesCheck,(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2],(//*[@class='cart-item__size-label size-label'])[2]
1,PAYMENT,ccPayment1,//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC'],//*[@data-test-id='pp_radio_button_AdyenWeb_AWCCC']
1,PAYMENT,creditCardNumber,"//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]","//*[contains(@id,'adyen-checkout-encryptedCardNumber')]"
1,PAYMENT,creditMonthYear,"//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]","//*[contains(@id,'adyen-checkout-encryptedExpiryDate')]"
1,PAYMENT,creditCVVField,"//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]","//*[contains(@id,'adyen-checkout-encryptedSecurityCode')]"
1,PAYMENT,creditHolderName,"//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]","//*[contains(@id,'adyen-checkout-holderName')]"
1,PAYMENT,ds1MOBPlaceorder,//*[@class='adyen-checkout__button__icon']|//*[@class='adyen-checkout__button__text'],//*[@class='adyen-checkout__button__icon']|//*[@class='adyen-checkout__button__text'],//*[@class='adyen-checkout__button__icon']|//*[@class='adyen-checkout__button__text'],//*[@class='adyen-checkout__button adyen-checkout__button--pay'],//*[@class='adyen-checkout__button__icon']|//*[@class='adyen-checkout__button__text'],//*[@class='adyen-checkout__button adyen-checkout__button--pay'],//*[@class='adyen-checkout__button__icon']|//*[@class='adyen-checkout__button__text'],//*[@class='adyen-checkout__button__icon']|//*[@class='adyen-checkout__button__text'],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2]
1,PAYMENT,ds1Placeorder,//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2],//button[@class='adyen-checkout__button adyen-checkout__button--pay'] | (//*[@type='button'])[2]
1,SHIPPING,editAddressValidation,//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card'],//*[@data-test-id='pp_shipping_address_card']
1,SHIPPING,selectBillingAddress,//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address'],//*[@data-test-id='dp_billing_saved_address']
1,SHIPPING,billingShippingAddressSameCheckbox,//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],//*[@data-test-id='dp_form_shipping_billing_same_address_checkbox']
1,SHIPPING,saveEditAddress,//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button'],//*[@data-test-id='dp_form_shipping_save_address_button']
1,SHIPPING,editEnterFirstname,#edit-first-name-input,#edit-first-name-input,#edit-first-name-input,#edit-first-name-input,#edit-first-name-input,#edit-first-name-input,#edit-first-name-input,#edit-first-name-input,#edit-first-name-input
1,SHIPPING,editAddress,//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address'],//*[@data-test-id='dp_edit_address']
