tt,Page,BrandLocale,AV-DE,AV-EU,AV-FR,BB-DE,BB-ES,BB-FR,BB-GR,BB-IL,BB-TR,BK-FR,CL-DE,CL-ES,CL-FI,CL-FR,CL-GR,CL-IL,CL-TR,CL-IT,DA-IT,EL-BE,EL-DE,EL-ES,EL-FR,EL-GR,EL-IL,EL-TR,JM-EU,JM-FR,JM-ME,LM-DE,LM-EU,MC-AT,MC-BE,MC-DE,MC-ES,MC-FR,MC-GR,MC-HU,MC-IL,MC-IN,MC-KSA,MC-PL,MC-RO,MC-TR,OR-EU,SB-EU,TF-DE
1,MYACCOUNT (Acc settings),mobAcProfileEnterLastNameREG,//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@data-test-id='form_lastname'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@name='LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--registration--field--LAST_NAME'],//input[@data-test-id='form_lastname'],//input[@id='form--registration--field--LAST_NAME'],//input[@id='form--registration--field--LAST_NAME'],//input[@id='form--registration--field--LAST_NAME'],//input[@data-test-id='form_lastname'],//input[@data-test-id='form_lastname'],//input[@data-test-id='form_lastname'],//input[@data-test-id='form_lastname'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--registration--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],input#form--profile_preferences--field--LAST_NAME,//input[@data-test-id='form_lastname'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@data-test-id='form_lastname'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],input#form--profile_preferences--field--LAST_NAME,//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--profile_preferences--field--LAST_NAME'],//input[@id='form--registration--field--LAST_NAME'],
1,MYACCOUNT (Acc settings),mobAcProfileEnterResetPwdREG,,,,,,,,,,,,,,,,,,,,,,,,,,,//input[@data-test-id='form_password'],//input[@data-test-id='form_password'],//input[@data-test-id='form_password'],,,,,,,,,,,,,,,,,,
1,MYACCOUNT (Acc settings),mobAcProfileEnterConfirmPwdREG,,,,,,,,,,,,,,,,,,,,,,,,,,,//input[@data-test-id='form_verifypassword'],//input[@data-test-id='form_verifypassword'],//input[@data-test-id='form_verifypassword'],,,,,,,,,,,,,,,,,,
1,MYACCOUNT (Acc settings),mobAcProfileEnterPWDHintREG,,,,,,,,,,,,,,,,,,,,,,,,,,,,//input[@id='form--registration--field--PASSWORD_HINT'],//input[@id='form--registration--field--PASSWORD_HINT'],,,,,,,,,,,,,,,,,,
1,MYACCOUNT (Acc settings),mobAcProfileClickTandCREG,,,,,,,,,,,,,,,,,,,//label[@for='form--profile_preferences--field--ACCEPTED_PRIVACY_POLICY'],,,//label[@for='form--registration--field--ACCEPTED_PRIVACY_POLICY'],,,,,//label[@for='form--registration--field--ACCEPTED_PRIVACY_POLICY'],//label[@for='form--registration--field--ACCEPTED_PRIVACY_POLICY'],//input[@id='form--registration--field--ACCEPTED_PRIVACY_POLICY'],,,,,,,,,,,,,,,,,,
1,MYACCOUNT (Acc settings),mobAcProfileSubmitButtonREG,//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//div[@class='submit_btn']//input[@class='big-button'],//div[@class='submit_btn']//input,//div[@class='submit_btn']//input,//div[@class='submit_btn']//input,//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//div[@class='submit_btn']//input,//div[@class='submit_btn']//input,//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='profile_update'],//input[@data-test-id='profile_update'],//input[@data-test-id='profile_update'],//input[@data-test-id='profile_update'],//input[@data-test-id='profile_update'],//input[@class='button button--dark registration-page__submit'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@class='btn btn--full form-submit'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],//input[@data-test-id='form_profile_update'],
1,MYACCOUNT (Acc settings),mobAcProfileUpdateAssertREG,//ul[@id='form--errors--profile_preferences']//*[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],"//*[contains(@id,'account_updated..')]","//*[contains(@id,'account_updated..')]","//*[contains(@id,'account_updated..')]",//li[@id='account_updated..'],//li[@id='account_updated..'],//ul[@id='form--errors--profile_preferences']//*[@id='account_updated..'],"//li[contains(@id,'account_updated..')]",//ul[@id='form--errors--profile_preferences']//*[@id='account_updated..'],//ul[@id='form--errors--profile_preferences']//*[@id='account_updated..'],//ul[@id='form--errors--profile_preferences']//*[@id='account_updated..'],//ul[@id='form--errors--profile_preferences']//li[@id='account_updated..'],//li[@id='account_updated..'],,//ul[@id='form--errors--profile_preferences']//*[@id='account_updated..'],//ul[@id='form--errors--profile']//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],,//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],//ul[@id='form--errors--profile_preferences']//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],//li[@id='account_updated..'],ul#form--errors--profile_preferences,//li[@id='account_updated..'],"//li[contains(@id,'account_updated..')]",//li[@id='account_updated..'],//li[@id='account_updated..'],"//li[contains(@id,'account_updated..')]","//li[contains(@id,'account_updated..')]",//li[@id='account_updated..'],"//li[contains(@id,'account_updated..')]","//li[contains(@id,'account_updated..')]",//li[@id='account_updated..'],//li[@id='account_updated..'],//ul[@id='form--errors']//*[@id='account_updated..'],
1,MYACCOUNT (order history),mobAcOrderHistorylinkREG,,//a[@data-test-id='myaccount_menu_past_purchase'],,"(//a[contains(@href,'/account/order_history/index.tmpl')])[2]",//a[text()='Pedidos'],//a[text()='MES COMMANDES'],//a[@href='/account/order_history/index.tmpl'],(//a[@href='/account/order_history/index.tmpl'])[2],"//div[@class='field-menu']//a[contains(@href,'order_history/index.tmpl')]",,"//a[contains(@href,'/account/past_purchases.tmpl')]","//a[contains(text(),'Pedidos y')]","//a[contains(@href,'/account/past_purchases.tmpl')]","//a[contains(text(),'Mes achats')]","//a[contains(@href,'/account/past_purchases.tmpl')]",//*[@class='header-gnav-account-link__text header-gnav-account-link__text-custom account-auth-text--custom'],"//a[contains(@href,'/account/past_purchases.tmpl')]","//a[contains(@href,'/account/past_purchases.tmpl')]",//a[@data-test-id='myaccount_menu_orders'],//a[@data-test-id='myaccount_menu_orders'],//a[@data-test-id='myaccount_menu_orders'],//a[@href='/account/index.tmpl'],//a[@data-test-id='myaccount_menu_orders'],//a[@href='/account/order_history/index.tmpl'],//a[@data-test-id='myaccount_menu_orders'],//a[@data-test-id='myaccount_menu_orders'],//a[@data-test-id='myaccount_menu_orders'],,,//a[@data-test-id='myaccount_menu_past_purchase'],,,,//a[@data-test-id='myaccount_menu_orders'],//a[@data-test-id='myaccount_menu_orders'],,//a[@data-test-id='myaccount_menu_orders'],//a[@href='/account/order_history/purchases.tmpl'],//a[@data-test-id='myaccount_menu_reorder'],,//a[@data-test-id='myaccount_menu_orders'],,,,//a[@data-test-id='myaccount_menu_orders'],,
1,MYACCOUNT (order history),mobAcPastPurchasedlinkREG,//a[@data-test-id='myaccount_menu_past_purchase'],,//a[@data-test-id='myaccount_menu_past_purchase'],,,,,,,//a[@data-test-id='myaccount_menu_past_purchase'],,,,,,//a[@href='https://m.clinique.co.il/account/past_purchases.tmpl'],,,//a[@data-test-id='past_purchase_data'],//td[@class='order-status-table__cell'],,//a[@data-test-id='myaccount_menu_orders'],,,,,//a[@data-test-id='myaccount_menu_reorder'],//a[@data-test-id='myaccount_menu_reorder'],//a[@data-test-id='myaccount_menu_reorder'],,//a[@data-test-id='myaccount_menu_past_purchase'],//ul[@class='sidebar-menu']//a[@href='/account/order_history/index.tmpl'],//a[@href='/be/nl/account/order_history/index.tmpl'],,,//a[@data-test-id='myaccount_menu_orders'],,,,//a[@data-test-id='myaccount_menu_reorder'],,//a[@data-test-id='myaccount_menu_reorder'],//a[@data-test-id='myaccount_menu_reorder'],//a[@data-test-id='myaccount_menu_reorder'],//span[@data-test-id='past_purchase_data'],//a[@data-test-id='myaccount_menu_past_purchase'],
1,MYACCOUNT (order history),mobClickonViewOrderDetailsREG,,,,//a[@data-test-id='myaccount_view_orders'],//a[@data-test-id='myaccount_view_orders'],//a[@data-test-id='myaccount_view_orders'],//a[@data-test-id='myaccount_view_orders'],//a[@ data-test-id='myaccount_view_orders'],//a[@data-test-id='myaccount_view_orders'],,//span[@class='view-details']//a,//div[@class='order-details']/a,//a[@class='button view-details-button'],//a[@class='button view-details-button'],//div[@class='order accordion-header'],,//a[@class='button view-details-button'],//span[@class='view-details']//a,,,//tr[@class='order-status-table__row'],//tr[@class='order-status-table__row']/td,//*[@class='order-status-table__row'],//td[@class='order-status-table__cell'],//tr[@class='order-status-table__row'],//tr[@class='order-status-table__row'],//a[@class='button button--dark'],,,,,//a[@data-test-id='past_purchase_data'],,,,,,,,,,,,,,,
1,MYACCOUNT (order history),mobClickonReOrderButtonREG,//div[@class='product-item__add-to-cart js-add-button']//a[@data-test-id='account_reorder'],//span[@data-test-id='account_reorder'],//*[@data-test-id='account_reorder'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],span.product-info__re-order,//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//div[@class='product-item__add-to-cart js-add-button']//a,//a[@class='button add-to-bag btn-add-to-bag jquery-once-1-processed'],,//div[@class='order-details']/a,//div[@class='order-details']/a,//a[@class='button add-all-to-bag'],//a[@class='button add-to-bag btn-add-to-bag jquery-once-1-processed'],//div[@class='order-details']/a,//a[@class='button add-to-bag btn-add-to-bag jquery-once-1-processed'],//span[@data-test-id='account_reorder'],//button[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//*[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//*[@data-test-id='add-to-cart'],//button[@data-test-id='add-to-cart'],//input[@data-test-id='add_to_bag'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],(//a[@class='button product-item__link js-add-to-cart'])[2],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='favorites_addtobag'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@class='product__add-to-bag js-add-to-bag jquery-once-1-processed'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],//a[@data-test-id='add-to-cart'],(//a[@data-test-id='account_reorder'])[2],
1,MYACCOUNT,mobSignoutlinkREG,,"(//a[contains(@href,'/account/index.tmpl')])[2]",,"//a[contains(@href,'/account/index.tmpl')]","//a[contains(@href,'/account/index.tmpl')]",,"//a[contains(@href,'/account/index.tmpl')]",,//a[@data-test-id='myaccount_menu_signout'],,,,,,,,,,"//a[contains(@href,'/account/index.tmpl')]",//a[@href='/account/index.tmpl'],//a[@href='/account/index.tmpl'],//span[@data-test-id='gnav_account_menu_login'],,//span[@data-test-id='gnav_account_menu_login'],,,,//a[@class='js-gnav-header-sections__links-link-account'],//a[@class='js-gnav-header-sections__links-link-account'],,,//a[@id='site-my-mac'],//a[@class='site-header-formatter__links-link js-site-header-formatter__links-link--account'],,//a[@href='/account/profile_preferences.tmpl'],,//a[@href='/account/profile_preferences.tmpl'],//a[@id='site-my-mac'],//a[@href='/account/profile_preferences.tmpl'],//*[@class='icon icon--bars'],,,,//span[@class='site-my-mac__link-header'],"//a[contains(@href,'/account/signin.tmpl')]","//a[contains(@href,'/account/signin.tmpl')]",
1,MYACCOUNT,mobSignoutlink1REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,//span[@class='site-header-formatter__links-link-label'],,,,,,,
1,MYACCOUNT,paymentMethodIdREG,//div[@class='order-details__item order-details__payment '],//div[@class='order-details__item order-details__payment '],//div[@class='order-details__item order-details__payment '],//div[@class='order-details__item trans_detail_item clear '] | (//div[@class='order-details__item trans_detail_item'])[3],"(//div[contains(@class,'order-details__item trans_detail_item')])[4]",//div[@class='order-details__item trans_detail_item clear '] | (//div[@class='order-details__item trans_detail_item'])[3],"(//div[contains(@class,'order-details__item trans_detail_item')])[5]/font",,"//div[@class='order-details order-details--payment-info'] | //*[contains(@class, 'payment')]",//div[@class='account-section__sub-section order-details__item '],//div[@class='address'][2]/ul/li,(//div[@class='order-details']//li)[5] | (//div[@class='address']//li)[1],//div[@class='address'][2]/ul/li,//div[@class='address'][2]/ul/li,//div[@class='address'][2]/ul/li,,//div[@class='address'][2]/ul/li,,//div[@class='order-details__item order-details__payment '],//div[@class='order-details order-details--payment-info'],"//div[contains(@class,'order-details--payment-info')]",//div[@class='order-details order-details--payment-info'],"//div[contains(@class,'order-details--payment-info')]",//div[@class='order-details order-details--payment-info'],,"//div[@class='order-details order-details--payment-info'] | //*[contains(@class, 'payment')]","//div[contains(@class,'trans_detail_item clear corporate_container')]",//div[@class='payment-method order-info'],//div[@class='payment-method order-info'],(//div[@class='order-details__item-info js-order-details-item-info'])[3]/div,(//h4[@class='order-details__subheader'])[3]//following-sibling::p,//div[@class='order-details__item '],//div[@class='order-details__item order-details__payment '],//div[@class='order-details__item '],//div[@class='order-details__item '],//div[@class='order-details__item '],//div[@class='order-details__item '],//div[@class='order-details__item '],,//div[@class='order-details__item '],,//div[@class='order-details__item '],//section[@class='order-details panel']/div[@class='order-details__item '],//section[@class='order-details panel']/div[4],//div[@class='order-details__item '],"//div[contains(@class,'order-details__item order-details__payment ')]",(//div[@class='order-details__item']/h4)[3]
1,MYACCOUNT,shippingMethodIdREG,//div[@class='order-details__item order-details__shipping_method'],//div[@class='order-details__item order-details__shipping_method'],//div[@class='order-details__item order-details__shipping_method'],"//div[contains(@class,'billing_address_container ')]/div[@class='order-details__item trans_detail_item'] | (//div[@class='order-details__item trans_detail_item'])[2]","(//div[contains(@class,'order-details__item trans_detail_item')])[3]",(//div[@class='order-details__item trans_detail_item'])[2],"(//div[contains(@class,'order-details__item trans_detail_item')])[4]/font",,"//div[@class='order-details order-details--shipping-method'] | //*[contains(@class, 'shipping-method')]",,,,,,,,//div[@class='address']/ul,,//div[@class='order-details__item order-details__shipping_method'],//div[@class='order-details order-details--shipping-method'],"//div[contains(@class,'order-details--shipping-method')]",//div[@class='order-details order-details--shipping-method'],"//div[contains(@class,'order-details--shipping-method')]",//div[@class='order-details order-details--shipping-method'],,"//div[@class='order-details order-details--shipping-method'] | //*[contains(@class, 'shipping-method')]","//div[contains(@class,'trans_detail_item clear delivery_method_container js-toggle-link')]",//div[@class='order-info shipmethod-name'],//div[@class='order-info shipmethod-name'],//section[@class='order-shipmethod'],//section[@class='order-section__item order-shipmethod'],//div[@class='order-details__item'],//div[@class='order-details__item order-details__shipping_method'],//div[@class='order-details__item'],//div[@class='order-details__item'],//div[@class='order-details__item'],//div[@class='order-details__item'],//div[@class='order-details__item'],,//div[@class='order-details__item'],,//div[@class='order-details__item'],//section[@class='order-details panel']/div[@class='order-details__item'],//div[@class='order-details__item'],//div[@class='order-details__item'],"//div[contains(@class,'order-details__item order-details__shipping_method')]",//div[@class='order-details__item order-shipmethod']
1,ORDERCONF,clickOrderIDREG,"//p[contains(@class,'instructions')]//span//a","//p[contains(@class,'instructions')]//span//a","//a[contains(@class,'text_link')]",//div[@id='confirmation-number']/a,"//a[contains(@data-test-id,'order_id')]","//*[contains(@data-test-id, 'order_id')] | //*[contains(@href,'/account/order_history/detail.tmpl?prv')] ",//div[@id='confirmation-number']/a | //div[@id='confirmation-number']/p,,//a[@data-test-id='order_id'],//p[@class='confirmation-content__confirm-text--signed-in']/a,"//input[contains(@data-test-id,'form_address_submit')] | //div[@class='content confirmation-panel__content checkout__panel-content']/span/a","//span[contains(@data-test-id,'order_id')]//a",//span[@data-test-id='order_id']/a,"//a[contains(@href,'/account/past_purchases.tmpl?')]",//span[@data-test-id='order_id']/a,,"//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]//a",,//a[@data-test-id='order-number-panel'],"//a[@data-test-id='order_id'] | //a[contains(@href, '/account/order_history/detail.tmpl?prv=his&tid')]","//a[contains(@href,'/account/order_history/detail')]","//a[contains(@href , '/account/order_history/detail.tmpl?prv=his&tid')]","//a[contains(@href,'/account/order_history/detail')]","//a[@data-test-id='order_id'] | //a[contains(@href, '/account/order_history/detail.tmpl?prv=his&tid')]",,"(//a[contains(@href,'/account/order_history/detail.tmpl?prv=his&tid')])[1]","//div[contains(@data-test-id,'confirmation_number')]//a",//span[@data-test-id='order_id']/a,//span[@data-test-id='order_id']/a,//a[@data-test-id='order_confirm_details'],//div[@class='checkout-panel__content checkout-panel__content--confirmation']/p[@class='order-number']/a,//a[@data-test-id='order_id'],//span[@class='confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text--signedin']/a | //p[@id='confirmation-number']/a,"//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]//a","//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]//a",//a[@data-test-id='order_id'],"//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]//a","//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]//a",,//a[@data-test-id='order_id'],,"//span[contains(@class,'confirmation-panel__order-number confirmation-panel__confirm-text confirmation-panel__confirm-text')]//a","//span[contains(@class,'order-number confirmation-panel__confirm-text confirmation-panel')]/a","//span[contains(@class,'confirm-text confirmation-panel__confirm-text--signedin')]/a",//div[@id='confirmation-number']/a,"//a[contains(@data-test-id,'order_id')]",//a[@data-test-id='order_id']
1,BILLING,clickBillAddrCheckboxReg,//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--'],,"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING')]",//label[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--_label'] | //div[@class='radio']//label[@for='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING']//span[@class='label-content'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING')]",,//div[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],,//input[@id='form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING'],"//input[contains(@id,'form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING')]",,,,,//div[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],,//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--'],//label[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--_label'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING'],//label[@for='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING'],"//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--0']|//label[contains(@id,'BILLFORM_BILL_TO_SHIPPING--index--_label')]","//label[contains(@for,'form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING')]",,//div[@data-test-id='dp_form_shipping_billing_same_address_checkbox'],"//label[contains(@for,'form--billing_~address_billing--field--BILLFORM_BILL_TO_SHIPPING')]",,//input[@id='form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING'],//label[@for='form--address_billing--field--BILLFORM_BILL_TO_SHIPPING'],,//input[@id='form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--'],"//*[contains(@data-test-id,'dp_form_shipping_billing_same_address_checkbox')]","//input[contains(@id,'form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING')]",,"//input[contains(@id,'form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING')]","//input[contains(@id,'form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING')]",,,,"//input[contains(@id,'form--address_shipping--field--SHIPFORM_BILL_TO_SHIPPING')]",,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--'],//input[@id='form--billing_~address_billing--field--BILLFORM_BILL_TO_SHIPPING--index--0']
1,BILLING,billingTitleRadioButtonREG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr'],,,,,,,,,,,,,,,,//input[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr'],//label[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--dhr_label'],"//input[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr']|//*[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr')]",,"//input[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr']|//*[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_TITLE--index--mr')]",,,,,,,//label[@id='form--billing_~address_billing--field--BILLFORM_TITLE--index--mr_label'],//label[@id='form--billing_~address_billing--field--BILLFORM_TITLE--index--mr_label'],,//label[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--dhr_label'],,,,,,,,,,,,//label[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--title1_label'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_TITLE--index--ms'],
1,BILLING,billingTitleDropDownREG,,form--billing_-_-address_billing--field--BILLFORM_TITLE,form--billing_-_-address_billing--field--BILLFORM_TITLE,,,,,,,,,,,,,,,,form--billing_-_-address_billing--field--BILLFORM_TITLE,form--billing_-_-address_billing--field--BILLFORM_TITLE,,,,,,,,,,form--billing_~address_billing--field--BILLFORM_TITLE,form--billing_~address_billing--field--BILLFORM_TITLE,,,,,,,,,,,,,,form--billing_-_-address_billing--field--BILLFORM_TITLE,form--billing_-_-address_billing--field--BILLFORM_TITLE,
1,BILLING,billingENTERFIRSTNAMEREG,//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME')]","//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME')]",,//input[@id='billing-first-name-input'],//input[@id='billing-first-name-input'],"//input[contains(@id,'form--address_billing--field--BILLFORM_FIRST_NAME')]","//input[contains(@id,'form--address_billing--field--BILLFORM_FIRST_NAME')]",//input[@id='form--address_billing--field--FIRST_NAME'],"//input[contains(@id,'form--address_billing--field--FIRST_NAME')]",//input[@id='form--address_billing--field--BILLFORM_FIRST_NAME'],,//input[@id='billing-first-name-input'],,//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],,//input[@id='billing-first-name-input'],"//input[contains(@id,'form--billing_~address_billing--field--BILLFORM_FIRST_NAME')]","//input[contains(@id,'form--address_billing--field--FIRST_NAME')]",//input[@id='form--address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_~address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],"//input[contains(@id,'billing-first-name-input')]","//input[contains(@id,'form--address_billing--field--BILLFORM_FIRST_NAME')]",//input[@id='form--delivery_billing_address--field--BILLFORM_FIRST_NAME'],"//input[contains(@id,'form--address_billing--field--BILLFORM_FIRST_NAME')]","//input[contains(@id,'form--address_billing--field--BILLFORM_FIRST_NAME')]",,,,"//input[contains(@id,'form--address_billing--field--BILLFORM_FIRST_NAME')]",//input[@id='form--address_billing--field--BILLFORM_FIRST_NAME'],//input[@id='billing-first-name-input'],//input[@id='form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME'],"//input[contains(@id,'form--billing_-_-address_billing--field--BILLFORM_FIRST_NAME')]",//input[@id='form--billing_~address_billing--field--BILLFORM_FIRST_NAME']
