tt,BrandLocale,AV-AU,AV-CA,AV-DE,AV-EU,AV-FR,AV-GR,AV-IT,AV-JP,AV-KR,AV-MX,AV-TR,AV-UK,AV-US,BB-AT,BB-AU,BB-CA,BB-CH,BB-CN,BB-DE,BB-ES,BB-FR,BB-GR,BB-HK,BB-IL,BB-IN,BB-IT,BB-JP,BB-KR,BB-MX,BB-NL,BB-RU,BB-TH,BB-TR,BB-TW,BB-UK,BB-US,BB-ZA,BK-FR,BK-RU,BK-UAE,BK-UK,BK-US,BU-CA,BU-UK,BU-US,CL-AT,CL-AU,CL-BE,CL-BR,CL-CA,CL-CE,CL-CH,CL-CN,CL-CZ,CL-DE,CL-DK,CL-ES,CL-FI,CL-FR,CL-GR,CL-HK,CL-HU,CL-IL,CL-IN,CL-IT,CL-JP,CL-KR,CL-MX,CL-MY,CL-NL,CL-NO,CL-NZ,CL-PL,CL-RO,CL-RU,CL-SE,CL-TH,CL-TR,CL-TW,CL-UK,CL-US,CL-ZA,DA-BE,DA-CA,DA-DE,DA-ES,DA-FR,DA-IT,DA-NL,DA-TR,DA-UK,DA-US,DJ-KR,DJ-UK,DJ-US,EB-CZ,EL-AT,EL-AU,EL-BE,EL-BR,EL-CA,EL-CE,EL-CH,EL-CN,EL-CZ,EL-DE,EL-DK,EL-ES,EL-FR,EL-GR,EL-HK,EL-HU,EL-IL,EL-IN,EL-IT,EL-JP,EL-KR,EL-MX,EL-MY,EL-NL,EL-NO,EL-NZ,EL-PL,EL-RO,EL-RU,EL-SE,EL-SG,EL-TH,EL-TR,EL-TW,EL-UK,EL-US,EL-ZA,FM-EU,FM-UK,FM-US,GG-HK,GG-US,JM-AU,JM-BR,JM-CA,JM-CN,JM-EU,JM-FR,JM-HK,JM-JP,JM-KR,JM-ME,JM-MY,JM-PH,JM-RU,JM-SG,JM-TH,JM-UK,JM-US,LM-AU,LM-BR,LM-CA,LM-CN,LM-DE,LM-EU,LM-FR,LM-GR,LM-HK,LM-JP,LM-KR,LM-MX,LM-RU,LM-TH,LM-TW,LM-UK,LM-US,LM-ZA,LS-CN,LS-JP,LS-KR,LS-UK,LS-US,MC-AT,MC-AU,MC-BE,MC-BR,MC-CA,MC-CE,MC-CH,MC-CN,MC-CZ,MC-DE,MC-ES,MC-FR,MC-GR,MC-HK,MC-HU,MC-IL,MC-IN,MC-IT,MC-JP,MC-KR,MC-KSA,MC-MX,MC-MY,MC-NL,MC-NO,MC-NZ,MC-PL,MC-RO,MC-RU,MC-TH,MC-TR,MC-TW,MC-UAE,MC-UK,MC-US,MC-ZA,OR-CA,OR-CN,OR-DE,OR-DK,OR-EU,OR-HK,OR-RU,OR-TH,OR-TR,OR-TW,OR-UK,OR-US,SB-CA,SB-EU,SB-RU,SB-TR,SB-US,SB-ZA,TF-BR,TF-DE,TF-JP,TF-UK,TF-US
1,shadedSkuId3,SKU110151,,,,,,,,,,,SKU34379,,,SKU156654,,,,,,SKU81643,,SKU156656,,,SKU99341,SKU121572,,,,,,,,SKU69642,,,,,,SKU98232,,,,,,SKU123465,,SKU62433,SKU157316,,,SKU117774,,SKU117136,,,,SKU43063,,,,SKU128564,SKU61649,,SKU84328,,,SKU61901,,,SKU14134,,,,,,,,SKU26287,SKU157315,SKU31803,,,,,,,,,,,,,,,,,,SKU147539,,,,,,,,,SKU63488,,,,,,,,,,,,,,,,,,,,,,SKU162471,,,,,,,,,,,,,,,,,,,,,,,,,SKU105327,,,SKU85762,SKU105323,,,,,SKU105328,,SKU105319,,,SKU105318,SKU105323,,SKU70598,,,,,,,,,SKU61963,,,,SKU63658,,SKU2273,,,,,,,,,SKU118953,,,,,,,,,,,,,,,SKU90251,SKU1409,,,,,,,,,,,,SKU116794,,,,,,,,,,,,
1,shadedSkuId4,SKU110154,,,,,,,,,,,SKU110166,,,SKU156638,,,,,,SKU81651,,SKU156129,,,SKU99339,SKU121564,,,,,,,,SKU69643,,,,,,,,,,,,SKU43058,,SKU61899,SKU157313,,,SKU117775,,SKU117133,,,,SKU123197,,,,SKU128594,SKU11752,,SKU84324,,,SKU61900,,,SKU95530,,,,,,,,SKU26288,SKU157314,SKU95673,,,,,,,,,,,,,,,,,,SKU113336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU105320,,,SKU70594,SKU105320,,,,,SKU105326,,SKU70604,,,SKU105326,SKU70599,,SKU85390,,,,,,,,,SKU1956,,,,SKU63659,,SKU2282,,,,,,,,,SKU72571,,,,,,,,,,,,,,,SKU3420,SKU127675,,,,,,,,,,,,SKU116800,,,,,,,,,,,,
1,shadedSkuId5,SKU110161,,,,,,,,,,,SKU34380,,,SKU156121,,,,,,SKU81642,,SKU156046,,,SKU99350,SKU121568,,,,,,,,SKU69644,,,,,,,,,,,,SKU43065,,SKU12082,SKU157314,,,SKU117776,,SKU117134,,,,SKU123458,,,,SKU128602,SKU11749,,SKU84325,,,SKU61902,,,SKU95524,,,,,,,,SKU31835,SKU157313,SKU95674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU85759,,,SKU70595,SKU70596,,,,,SKU117869,,SKU85390,,,SKU105325,SKU85390,,SKU70601,,,,,,,,,SKU4360,,,,SKU53961,,SKU57020,,,,,,,,,SKU1645,,,,,,,,,,,,,,,SKU1625,SKU66559,,,,,,,,,,,,SKU116798,,,,,,,,,,,,
1,shadedSkuId6,SKU110170,,,,,,,,,,,SKU110168,,,,,,,,,SKU81644,,SKU156117,,,SKU99335,SKU119250,,,,,,,,SKU69647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU85766,,,SKU85299,SKU70599,,,,,SKU117870,,SKU70597,,,SKU70591,SKU85385,,SKU70605,,,,,,,,,SKU3978,,,,SKU42589,,SKU74108,,,,,,,,,SKU118962,,,,,,,,,,,,,,,SKU4270,SKU66551,,,,,,,,,,,,SKU116796,,,,,,,,,,,,
1,shadedSkuId7,SKU110172,,,,,,,,,,,SKU110167,,,,,,,,,SKU81645,,SKU156119,,,SKU99337,SKU129101,,,,,,,,SKU69648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU102177,,,SKU85300,SKU70601,,,,,SKU117871,,SKU85764,,,SKU70592,SKU102172,,SKU70604,,,,,,,,,SKU3980,,,,SKU53960,,SKU74108,,,,,,,,,,,,,,,,,,,,,,,,SKU4285,SKU155103,,,,,,,,,,,,SKU116795,,,,,,,,,,,,
1,shadedSkuId8,SKU110173,,,,,,,,,,,SKU110180,,,,,,,,,SKU115337,,SKU150126,,,SKU99342,SKU129102,,,,,,,,SKU69767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU102178,,,SKU85298,SKU70605,,,,,SKU70596,,SKU85757,,,SKU70603,SKU85386,,SKU85385,,,,,,,,,SKU3981,,,,SKU56093,,SKU74103,,,,,,,,,,,,,,,,,,,,,,,,SKU72571,SKU109987,,,,,,,,,,,,SKU116799,,,,,,,,,,,,
1,shadedSkuId9,SKU110183,,,,,,,,,,,SKU110172,,,,,,,,,SKU81653,,SKU141453,,,SKU99338,SKU131738,,,,,,,,SKU18277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU70598,,,SKU85765,SKU70607,,,,,SKU102165,,SKU85760,,,SKU85754,SKU102173,,SKU85387,,,,,,,,,SKU81230,,,,SKU57994,,SKU74105,,,,,,,,,,,,,,,,,,,,,,,,SKU1755,SKU10109,,,,,,,,,,,,SKU116793,,,,,,,,,,,,
1,shadedSkuId10,SKU110182,,,,,,,,,,,SKU110186,,,,,,,,,SKU112037,,SKU140140,,,SKU96405,SKU131739,,,,,,,,SKU71279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU85298,,,SKU85764,SKU74195,,,,,SKU105318,,SKU117873,,,SKU85759,SKU85387,,SKU85386,,,,,,,,,SKU1994,,,,SKU61064,,SKU74106,,,,,,,,,,,,,,,,,,,,,,,,SKU16254,,,,,,,,,,,,,SKU116792,,,,,,,,,,,,
1,nonShadedSkuId1,SKU53701,SKU157972,,,,,,,,,,SKU34221,SKU34731,,SKU18988,,,,,,SKU106323,,SKU140109,,,SKU31995,SKU131604,,,,,,,,SKU17588,,,,,,SKU160786,SKU89950,,SKU68779,,,SKU121515,,SKU105330,SKU13292,,,SKU117138,,SKU60830,,,,SKU111541,,,,SKU153550,SKU68710,,SKU15272,,,SKU15483,,,SKU61899,,,,,,,,SKU130192,SKU69999,SKU73479,,,,,,,,,,,SKU154754,SKU126938,SKU149088,,,,,SKU8040,,,,,,,,,SKU161762,,,,,,,,,,,,,,,,,,,,,,SKU48603,SKU9223,,,,,,,,86111,,21483,,SKU52212,,SKU21689,,,,,,,,SKU115751,SKU82064,SKU44196,,,SKU93544,SKU50364,,,,,SKU49000,,SKU147755,,,SKU58585,SKU50364,,SKU44193,SKU136959,SKU164775,,SKU136934,SKU133360,,,,SKU4915,,,,SKU4915,,SKU4920,,,,,,,,,SKU130196,,,,,,,,,,,,,,,SKU4161,SKU127679,,,,SKU66932,,,,,,,,SKU70414,SKU136055,,,,,,,,,,,
1,nonShadedSkuId2,,,,,,,,,,,,SKU104741,,,SKU122964,,,,,,SKU161990,,SKU25657,,,SKU18515,SKU50441,,,,,,,,SKU76910,,,,,,SKU134247,SKU89948,,SKU44578,,,SKU13984,,SKU91134,SKU157349,,,SKU83598,,SKU60828,,,,SKU76707,,,,SKU146737,SKU69990,,SKU53697,,,SKU13789,,,SKU50086,,,,,,,,SKU15271,SKU53706,SKU15969,,,,,,,,,,,SKU154760,,SKU145191,,,,,,,,,,,,,,SKU118651,,,,,,,,,,,,,,,,,,,,,,SKU98063,SKU130451,,,,,,,,86111,,21754,,SKU21490,,L4Y501,,,,,,,,L4Y501,SKU93209,SKU44193,,,SKU48999,SKU73810,,,,,SKU48995,,SKU85321,,,SKU70609,SKU77343,,SKU48996,SKU136720,,,SKU81450,SKU136711,,,,SKU4913,,,,SKU59099,,SKU4914,,,,,,,,,SKU71458,,,,,,,,,,,,,,,SKU60015,SKU20947,,,,SKU35267,,,,,,,,SKU23675,,,,,,,,,,,,
1,nonShadedSkuId3,,,,,,,,,,,,,,,SKU76848,,,,,,SKU88668,,SKU131604,,,SKU50015,SKU167610,,,,,,,,SKU18515,,,,,,SKU83305,SKU83417,,SKU55430,,,SKU95765,,SKU117481,SKU91329,,,SKU155951,,SKU106350,,,,SKU13984,,,,SKU13984,SKU73763,,SKU13550,,,SKU82821,,,SKU13870,,,,,,,,SKU13840,SKU53706,SKU54210,,,,,,,,,,,SKU154041	,,SKU145047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU70932,,,,,,,,,63602,,21500,,SKU52213,,,,,,,,,,,SKU82065,SKU77343,,,SKU48995,SKU44196,,,,,SKU48996,,SKU101643,,,SKU63882,SKU63882,,SKU48995,SKU133362,,,SKU133354,SKU133359,,,,SKU10795,,,,SKU4915,,SKU140965,,,,,,,,,SKU89507,,,,,,,,,,,,,,,SKU137689,SKU2914,,,,SKU66930,,,,,,,,SKU23852,,,,,,,,,,,,
1,nonShadedSkuId4,,,,,,,,,,,,,,,SKU122964,,,,,,SKU106323,,SKU18515,,,SKU18995,SKU117217,,,,,,,,SKU76913,,,,,,SKU104554,SKU115028,,SKU91113,,,SKU157349,,SKU117481,SKU60830,,,SKU65256,,SKU140376,,,,SKU14198,,,,SKU95767,SKU73479,,SKU39657,,,SKU15483,,,SKU153557,,,,,,,,SKU133498,SKU53706,SKU13984,,,,,,,,,,,SKU140829,,SKU148048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122843,,21483,,SKU53690,,,,,,,,,,,SKU81214,SKU48996,,,SKU50364,SKU138867,,,,,SKU70584,,SKU53858,,,SKU92368,SKU73810,,SKU48999,SKU136720,,,SKU64926,,,,,SKU88906,,,,SKU4914,,SKU87943,,,,,,,,,SKU87763,,,,,,,,,,,,,,,SKU125274,SKU66578,,,,SKU81695,,,,,,,,SKU22426,,,,,,,,,,,,
1,nonShadedSkuId5,,,,,,,,,,,,,,,SKU117217,,,,,,SKU168252,,SKU140111,,,SKU19000,SKU161977,,,,,,,,SKU64394,,,,,,,,,SKU117210,,,SKU153550,,SKU69088,SKU12397,,,SKU155953,,SKU130319,,,,SKU50622,,,,SKU80045,SKU13870,,SKU55363,,,SKU15483,,,SKU64354,,,,,,,,SKU65964,SKU123505,SKU82821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74173,,52098,,SKU63576,,,,,,,,,,,SKU153737,SKU50364,,,SKU26766,SKU167701,,,,,,,SKU94866,,,SKU92367,SKU147755,,SKU55859,SKU160010,,,SKU124741,,,,,SKU4920,,,,SKU147495,,SKU61213,,,,,,,,,SKU87454,,,,,,,,,,,,,,,SKU5484,SKU2903,,,,SKU66924,,,,,,,,SKU158354,,,,,,,,,,,,
1,nonShadedSkuId6,,,,,,,,,,,,,,,SKU76910,,,,,,SKU162830,,SKU25657,,,SKU70402,SKU154780,,,,,,,,SKU71279,,,,,,,,,SKU9957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU12397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148275,,21689,,SKU53691,,,,,,,,,,,SKU63576,SKU48999,,,SKU44193,,,,,,,,SKU48998,,,SKU139040,SKU93850,,SKU63882,SKU136720,,,,,,,,,,,,,,SKU87464,,,,,,,,,SKU87473,,,,,,,,,,,,,,,SKU5327,,,,,SKU24736,,,,,,,,SKU96639,,,,,,,,,,,,
1,nonShadedSkuId7,,,,,,,,,,,,,,,SKU76912,,,,,,SKU158861,,SKU18515,,,SKU19000,,,,,,,,,SKU76910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63604,,21500,,SKU117822,,,,,,,,,,,,SKU25071,,,SKU147755,,,,,,,,,,,,,,SKU60983,SKU136959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU5329,,,,,SKU66932,,,,,,,,,,,,,,,,,,,,
1,nonShadedSkuId8,,,,,,,,,,,,,,,SKU76848,,,,,,SKU100597,,SKU161842,,,SKU83790,,,,,,,,,SKU18843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80402,,63593,,SKU130825,,,,,,,,,,,,SKU93850,,,SKU77343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU81695,,,,,,,,,,,,,,,,,,,,
1,nonShadedSkuId9,,,,,,,,,,,,,,,SKU18515,,,,,,SKU102422,,SKU145377,,,SKU70402,,,,,,,,,SKU18515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129927,,164585,,SKU100055,,,,,,,,,,,,,,,SKU26727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU66924,,,,,,,,,,,,,,,,,,,,
1,nonShadedSkuId10,,,,,,,,,,,,,,,SKU31995,,,,,,SKU100597,,SKU112048,,,SKU17588,,,,,,,,,SKU165085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122846,,164584,,,,,,,,,,,,,,,,,SKU25258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKU129742,,,,,,,,,,,,,,,,,,,,
1,engravingLidText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TXT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,engravingBtlTextOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perfume,Perfume,,,,,,,,,,,,,,,,,,,,,,Perfume,Nice,,,,,,,,,,,,,,,,SoftCream,SoftCream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,engravingBtlTextTwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perfume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,modifyEngText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NewText,NewText,,,,,,,,,,,,,,,,,,,,,,NewText,NewText,,,,,,,,,,,,,,,,NewText,NewText,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,addEngravingCart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD ENGRAVING,ENGRAVE THIS ITEM,,,,,,,,,,,,,,,,,,,,,,Add engraving,Add engraving,,,,,,,,,,,,,,,,"Complimentary Engraving ",Add Engraving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,firstName,,,DO NOT,DO NOT,DO NOT,,,,,,,,,,,,,,DO NOT,DO NOT,DO NOT,,,DO NOT,,,,,,,,,DO NOT,,,,DO NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DO NOT,DO NOT,,,,,,,,,,DO NOT,,,,,,,DO NOT,DO NOT,DO NOT,DO NOT,DO NOT,,,DO NOT,,,,,,,,,,,,,,,,DO NOT,,,,DO NOT,,,,,,,,,,DO NOT,DO  NOT,,,,DO NOT,,,,,,,,,,,,DO NOT,,,,,,,,,,,,,,,,,,,DO NOT,,,,,,,,,,,,,,DO NOT,,,,,,DO NOT,,,,DO NOT,,DO NOT,DO NOT,,,DO NOT,,,,,DO NOT,,,,,DO NOT,,,,,,,,,,,,,,,,,,
1,lastName,,,SHIP,SHIP,SHIP,,,,,,,,,,,,,,SHIP,SHIP,SHIP,,,SHIP,,,,,,,,,SHIP,,,,SHIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHIP,SHIP,,,,,,,,,,SHIP,,,,,,,SHIP,SHIP,SHIP,SHIP,SHIP,,,SHIP,,,,,,,,,,,,,,,,SHIP,,,,SHIP,,,,,,,,,,SHIP,SHIP,,,,SHIP,,,,,,,,,,,,SHIP,,,,,,,,,,,,,,,,,,,SHIP,,,,,,,,,,,,,,SHIP,,,,,,SHIP,,,,SHIP,,SHIP,SHIP,,,SHIP,,,,,SHIP,,,,,SHIP,,,,,,,,,,,,,,,,,,
1,phone,,,4961130372,0490 39 52799,3619404956,,,,,,,,,,,,,,49611303721,6985471230,3322808292,,,776787654,,,,,,,,,5432112345,,,,8457125985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3105367900,3105367900,,,,,,,,,,4941608013,,,,,,,4961130372,41-60-89101,6598743215,3322808292,6598743215,,,776787654,,,,,,,,,,,,,,,,5432112345,,,,4558965231,,,,,,,,,,3322808292,3322808292,,,,9876543210,,,,,,,,,,,,4961130372,,,,,,,,,,,,,,,,,,,9988776655,,,,,,,,,,,,,,3618895501,,,,,,502345678,,,,91459981,,4961130372,3024434244,,,5432112345,,,,,4558965231,,,,,89786849846,,,,,,,,,,,,,,,,,,
1,nPwd,,,Test@123,Test@123,Test@123,,,,,,,,,,,,,,Test@123,Test@123,Test@123,,,Test@123,,,,,,,,,Test@123,,,,Test@123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test@123,Test@123,,,,,,,,,,Test@123,,,,,,,Test@123,Test@123,Test@123,Test@123,Test@123,,,Test@123,,,,,,,,,,,,,,,,Test@123,,,,Test@123,,,,,,,,,,Test@123,Test@123,,,,Test@123,,,,,,,,,,,,Test@123,,,,,,,,,,,,,,,,,,,Test@123,,,,,,,,,,,,,,Test@123,,,,,,Test@123,,,,Test@123,,Test@123,Test@123,,,Test@123,,,,,Test@123,,,,,Test@123,,,,,,,,,,,,,,,,,,
1,chooseQuestion,,,,,,,,,,,,,Oldest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oldest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,thankYouMsg,,,,,,,,,,,,,"Thank you for submitting your question. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thanks for asking! We'll get back to you soon. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,questionCategory,,,,,,,,,,,,,Product Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Product Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,questionToAsk,,,,,,,,,,,,,QUESTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUESTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,nickName,,,,,,,,,,,,,NICKNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICKNAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
